STATION_ID,STATION_NM,CENTER_YN,LOCAL_X,LOCAL_Y,USE_YN,STATION_ADDR
406000452,서호새마을금고,N,126.52292,33.257271,Y,서귀포시 서호동
406000459,효돈초등학교,N,126.616945,33.263583,Y,서귀포시 효돈동
406000461,신협,N,126.613243,33.264204,Y,서귀포시 신효동
406000464,항애골,N,126.640651,33.270878,Y,서귀포시 남원읍 신례리
406000465,대한목장,N,126.614067,33.301496,Y,서귀포시 남원읍 하례리
406000466,대한목장,N,126.613949,33.301395,Y,서귀포시 남원읍 하례리
406000473,공업단지 입구,N,126.590412,33.28412,Y,서귀포시 토평동
406000474,공업단지 입구,N,126.590301,33.28351,Y,서귀포시 토평동
406000479,동홍동청소년문화의집,N,126.567771,33.265,Y,서귀포시 동홍동
405000826,유수암 천,N,126.400119,33.443131,Y,제주시 애월읍 유수암리
405000828,용흥리 상동,N,126.370017,33.455917,Y,제주시 애월읍 신엄리
405000831,용흥리 하동,N,126.3686,33.4619,Y,제주시 애월읍 신엄리
405000835,명월리,N,126.265967,33.389417,Y,제주시 한림읍 명월리
405000838,명월하동,N,126.263373,33.396589,Y,제주시 한림읍 명월리
405000841,명월하동,N,126.259817,33.397267,Y,제주시 한림읍 옹포리
405000843,한림고등학교,N,126.258576,33.399152,Y,제주시 한림읍 옹포리
405000845,한림3리,N,126.28425,33.412017,Y,제주시 한림읍 상대리
405000848,귀덕초등학교,N,126.29505,33.4416,Y,제주시 한림읍 귀덕리
405000851,알진오름입구,N,126.784183,33.47725,Y,제주시 구좌읍 송당리
405000853,비자림,N,126.810428,33.493345,Y,제주시 구좌읍 평대리
405000855,조수1리,N,126.2279,33.337833,Y,제주시 한경면 조수리
405000861,신창상동,N,126.187333,33.348383,Y,제주시 한경면 신창리
405000862,신창상동,N,126.187533,33.3482,Y,제주시 한경면 신창리
405000863,신창리 하나로마트 한경농협,N,126.189984,33.346931,Y,제주시 한경면 신창리
405000865,한원리,N,126.19715,33.335533,Y,제주시 한경면 두모리
405000866,낙천리,N,126.227011,33.325972,Y,제주시 한경면 낙천리
405000869,조수1리,N,126.232433,33.336283,Y,제주시 한경면 조수리
405000872,저지리 수동,N,126.23625,33.3369,Y,제주시 한경면 저지리
405000874,저지리 수동,N,126.238793,33.337449,Y,제주시 한경면 저지리
405000875,평화동,N,126.259433,33.309517,Y,제주시 한경면 청수리
405000879,청수리,N,126.258317,33.30685,Y,제주시 한경면 청수리
405000887,조수2리,N,126.217383,33.295567,Y,제주시 한경면 조수리
405000888,조수2리,N,126.2145,33.293967,Y,제주시 한경면 조수리
405000890,고산2리 전답동,N,126.203967,33.29505,Y,제주시 한경면 고산리
405000894,한장동,N,126.167517,33.290417,Y,제주시 한경면 고산리
405000899,구 시장터,N,126.325033,33.435183,Y,제주시 애월읍 납읍리
405000901,금능석물원,N,126.226327,33.385913,Y,제주시 한림읍 금능리
405000902,조수1리,N,126.228,33.3378,Y,제주시 한경면 조수리
406000482,한국콘도입구,N,126.41022,33.250245,Y,서귀포시 색달동
405001217,사동복지회관,N,126.290054,33.442206,Y,제주시 한림읍 귀덕리
405001219,초록마을,N,126.286667,33.441183,Y,제주시 한림읍 귀덕리
405001220,초록마을,N,126.2856,33.440983,Y,제주시 한림읍 귀덕리
405001225,라신동,N,126.277833,33.435267,Y,제주시 한림읍 귀덕리
405001227,용운동,N,126.275967,33.432267,Y,제주시 한림읍 수원리
406000871,성읍2리,N,126.769872,33.410117,Y,서귀포시 표선면 성읍리 
406000872,성읍2리,N,126.768869,33.410881,Y,서귀포시 표선면 성읍리
406000875,표선면 충혼묘지,N,126.762598,33.416133,Y,서귀포시 표선면 성읍리
406000877,서의동,N,126.704483,33.3009,Y,서귀포시 남원읍 남원리
406000879,원불교,N,126.7149,33.28485,Y,서귀포시 남원읍 남원리
406000880,남원2리,N,126.707873,33.295103,Y,서귀포시 남원읍 남원리
406000883,한남리사무소,N,126.696309,33.311304,Y,서귀포시 남원읍 한남리
406000885,대전동,N,126.70025,33.313783,Y,서귀포시 남원읍 한남리
406000887,의귀서동네,N,126.71198,33.309862,Y,서귀포시 남원읍 의귀리
406000889,의귀리 월산동,N,126.72125,33.31255,Y,서귀포시 남원읍 의귀리
406000893,신도3리,N,126.18581,33.286664,Y,서귀포시 대정읍 신도리
406000898,무릉문화의 집,N,126.199483,33.272433,Y,서귀포시 대정읍 무릉리
406000901,영락사통,N,126.207822,33.260712,Y,서귀포시 대정읍 영락리
406000903,영락리,N,126.210333,33.257083,Y,서귀포시 대정읍 영락리
405000974,세화환승정류장(세화리),N,126.855565,33.523385,Y,제주시 구좌읍 세화리
405000978,신흥동,N,126.182065,33.340612,Y,제주시 한경면 용수리
405000980,신창중학교,N,126.182709,33.347374,Y,제주시 한경면 신창리
405000982,곽지모물,N,126.308755,33.453189,Y,제주시 애월읍 곽지리
405000983,자운당,N,126.3568,33.4676,Y,제주시 애월읍 신엄리
405000984,금붕사,N,126.890509,33.500657,Y,제주시 구좌읍 종달리
406000629,무릉1리 사거리,N,126.203383,33.270633,Y,서귀포시 대정읍 무릉리
406000633,동일2리,N,126.23675,33.25765,Y,서귀포시 대정읍 동일리
406000636,새소망요양병원,N,126.361388,33.27867,Y,서귀포시 안덕면 상창리
406000639,광평리,N,126.381983,33.3293,Y,서귀포시 안덕면 광평리
406000641,상천리사무소,N,126.379987,33.307231,Y,서귀포시 안덕면 상천리
406000643,위미정수장,N,126.672116,33.286264,Y,서귀포시 남원읍 위미리
406000645,고수동회관,N,126.756317,33.329367,Y,서귀포시 남원읍 신흥리
406000654,하천리 몰고랑터,N,126.836899,33.353669,Y,서귀포시 표선면 하천리
406000657,하천 상동 회관앞,N,126.8389,33.3528,Y,서귀포시 표선면 하천리
406000660,하천리 세골세,N,126.84005,33.349483,Y,서귀포시 표선면 하천리
406000669,삼달1리,N,126.848163,33.374058,Y,서귀포시 성산읍 삼달리
406000675,수산1리사거리,N,126.882767,33.442383,Y,서귀포시 성산읍 수산리
406000679,고성리 장만이동산,N,126.900675,33.445348,Y,서귀포시 성산읍 고성리
406000680,고성리노인회관,N,126.90875,33.446617,Y,서귀포시 성산읍 고성리
406000682,그린카센터,N,126.828567,33.316983,Y,서귀포시 표선면 표선리
406000686,삼달1리삼거리,N,126.841392,33.371156,Y,서귀포시 성산읍 삼달리
406000687,신풍리사거리,N,126.835387,33.364576,Y,서귀포시 성산읍 신풍리 
406000692,가시리,N,126.766867,33.36135,Y,서귀포시 표선면 가시리
406000694,신풍리사거리,N,126.835283,33.364647,Y,서귀포시 성산읍 신풍리
406000695,삼달1리,N,126.843182,33.373974,Y,서귀포시 성산읍 삼달리
406000696,성읍1리,N,126.800262,33.392082,Y,서귀포시 표선면 성읍리
406000701,제주민속촌,N,126.842358,33.324741,Y,서귀포시 표선면 표선리
406000704,감산리서동,N,126.349523,33.256705,Y,서귀포시 안덕면 감산리 
406000707,신흥리취락구조,N,126.764821,33.298726,Y,서귀포시 남원읍 신흥리
405000987,문예회관,N,126.53569,33.504947,Y,제주시 일도2동
405000989,신창환승정류장(한경면사무소),N,126.183346,33.350531,Y,제주시 한경면 신창리
405000990,남조로검문소,N,126.659755,33.468876,Y,제주시 조천읍 와흘리
405000991,제주버스터미널,N,126.514437,33.499568,Y,제주시 오라1동
405000992,대흘초등학교,N,126.65745,33.499017,Y,제주시 조천읍 대흘리
405000995,제일농장앞,N,126.6638,33.494383,Y,제주시 조천읍 대흘리
405000997,제일농장,N,126.668319,33.493056,Y,제주시 조천읍 대흘리
405000999,와산리,N,126.6801,33.491917,Y,제주시 조천읍 와산리
405001003,상덕천,N,126.746633,33.483698,Y,제주시 구좌읍 덕천리
405001004,상덕천마을입구,N,126.746922,33.483665,Y,제주시 구좌읍 덕천리
405001009,산남내,N,126.775885,33.470939,Y,제주시 구좌읍 송당리
405001012,송당로타리,N,126.784183,33.4716,Y,제주시 구좌읍 송당리
405001014,산양리,N,126.233467,33.293817,Y,제주시 한경면 청수리
405001015,수룡동,N,126.238717,33.308333,Y,제주시 한경면 낙천리
405001016,수룡동,N,126.238533,33.308233,Y,제주시 한경면 낙천리
405001018,청수리,N,126.244462,33.321211,Y,제주시 한경면 청수리
405001019,저청중학교,N,126.251733,33.325617,Y,제주시 한경면 청수리
405001022,상명리,N,126.27005,33.360233,Y,제주시 한림읍 상명리
405001024,상명리,N,126.2792,33.357033,Y,제주시 한림읍 상명리
405001026,상명리,N,126.274434,33.357407,Y,제주시 한림읍 상명리
405001027,월림리,N,126.261717,33.354917,Y,제주시 한림읍 상명리
405001030,예향원,N,126.259274,33.353044,Y,제주시 한림읍 월림리
405001032,월림삼거리,N,126.2562,33.350017,Y,제주시 한림읍 월림리
405001041,저지남동,N,126.25515,33.3301,Y,제주시 한경면 저지리
405001043,제주서부신협,N,126.253523,33.327425,Y,제주시 한경면 저지리
405001046,명리동,N,126.268033,33.319333,Y,제주시 한경면 저지리
405001048,명리동,N,126.269767,33.317583,Y,제주시 한경면 저지리
405001051,금악초등학교,N,126.295712,33.357195,Y,제주시 한림읍 금악리
405001055,금악리,N,126.292233,33.36255,Y,제주시 한림읍 금악리
405001058,고림동,N,126.285105,33.374574,Y,제주시 한림읍 명월리
405001059,고림동,N,126.284755,33.374151,Y,제주시 한림읍 명월리
405001062,신명동,N,126.280633,33.3888,Y,제주시 한림읍 동명리
405001063,신명동,N,126.280817,33.38875,Y,제주시 한림읍 동명리
405001064,상대리,N,126.2935,33.407683,Y,제주시 한림읍 상대리
405001066,귀덕3리,N,126.296533,33.41725,Y,제주시 한림읍 귀덕리
406000709,고성리제주은행,N,126.916004,33.448681,Y,서귀포시 성산읍 고성리
406000712,하모2리,N,126.252767,33.221467,Y,서귀포시 대정읍 하모리
406000716,대정농공단지입구,N,126.220264,33.248071,Y,서귀포시 대정읍 일과리
406000718,불미거동산,N,126.745014,33.31771,Y,서귀포시 남원읍 신흥리
406000719,온천동,N,126.746166,33.319033,Y,서귀포시 남원읍 신흥리
406000722,신흥2리,N,126.748733,33.315783,Y,서귀포시 남원읍 신흥리
406000723,신흥농장,N,126.754421,33.312037,Y,서귀포시 남원읍 신흥리
406000728,신흥1리사무소,N,126.766167,33.305033,Y,서귀포시 남원읍 신흥리
406000729,남원농협 신흥지소,N,126.767033,33.302383,Y,서귀포시 남원읍 신흥리
406000731,거물여,N,126.8005,33.332267,Y,서귀포시 표선면 세화리
406000738,남원리 월산동,N,126.7107,33.291617,Y,서귀포시 남원읍 남원리
406000739,일과2리 서림수원지입구,N,126.227586,33.243393,Y,서귀포시 대정읍 일과리
406000740,안덕초등학교,N,126.335067,33.250067,Y,서귀포시 안덕면 화순리
406000746,인성리(남문지앞사거리),N,126.27734,33.247903,Y,서귀포시 대정읍 인성리
406000747,서귀포자연휴양림,N,126.457509,33.311852,Y,서귀포시 대포동
406000749,법정사입구,N,126.458452,33.302803,Y,서귀포시 대포동
406000750,서귀포천문 과학문화관,N,126.457217,33.288017,Y,서귀포시 하원동
406000752,수산1리사거리,N,126.8834,33.442683,Y,서귀포시 성산읍 수산리
406000753,굴집터,N,126.863076,33.400062,Y,서귀포시 성산읍 난산리
406000755,가시리사무소,N,126.771517,33.353033,Y,서귀포시 표선면 가시리
406000757,가시리동하동,N,126.773899,33.350138,Y,서귀포시 표선면 가시리
406000758,가시리동하동,N,126.773913,33.350253,Y,서귀포시 표선면 가시리
406000761,토산1리 운동장입구,N,126.769099,33.332671,Y,서귀포시 표선면 토산리
406001047,신천리취락구조,N,126.853633,33.34805,Y,서귀포시 성산읍 신천리
406001050,고망난돌입구,N,126.858679,33.353095,Y,서귀포시 성산읍 신천리
406001052,신풍리하동,N,126.8653,33.363933,Y,서귀포시 성산읍 삼달리
406001053,삼달교차로,N,126.868249,33.36868,Y,서귀포시 성산읍 삼달리 
406001057,신산환승정류장(성산농협신산지점),N,126.875696,33.379929,Y,서귀포시 성산읍 신산리
406001059,신산리,N,126.87695,33.382333,Y,서귀포시 성산읍 신산리
406001060,신산리,N,126.877667,33.383317,Y,서귀포시 성산읍 신산리
406001061,난산입구,N,126.880538,33.385831,Y,서귀포시 성산읍 난산리
406001069,혼인지입구,N,126.898817,33.411017,Y,서귀포시 성산읍 온평리
406001073,신양리입구,N,126.909226,33.43415,Y,서귀포시 성산읍 고성리
406001075,성산읍사무소,N,126.9111,33.440967,Y,서귀포시 성산읍 고성리
406000783,덕수도련동,N,126.304675,33.265046,Y,서귀포시 안덕면 덕수리
406000785,덕수리 새마을금고,N,126.304374,33.256593,Y,서귀포시 안덕면 덕수리
406000786,불미공방,N,126.304332,33.253494,Y,서귀포시 안덕면 덕수리
405001071,성로동,N,126.29585,33.434,Y,제주시 한림읍 귀덕리
405001073,귀덕1리 신서동,N,126.2902,33.42905,Y,제주시 한림읍 귀덕리
405001076,입전동,N,126.284413,33.423755,Y,제주시 한림읍 대림리
405001078,미듬아파트,N,126.268833,33.4187,Y,제주시 한림읍 대림리
405001079,한림오일시장,N,126.272767,33.420517,Y,제주시 한림읍 대림리
405001082,대림사거리,N,126.278812,33.422178,Y,제주시 한림읍 대림리
405001083,대림리사무소,N,126.280617,33.422517,Y,제주시 한림읍 대림리
405001085,대림입전동,N,126.283367,33.422184,Y,제주시 한림읍 대림리
405001087,귀덕3리,N,126.292017,33.4182,Y,제주시 한림읍 귀덕리
405001088,귀덕3리,N,126.292299,33.418004,Y,제주시 한림읍 귀덕리 
405001099,구 오일시장,N,126.324892,33.435312,Y,제주시 애월읍 납읍리
405001100,납읍리 섯잣길,N,126.327583,33.43705,Y,제주시 애월읍 납읍리
405001103,원동입구,N,126.335907,33.44501,Y,제주시 애월읍 납읍리
405001104,상가리서동,N,126.340967,33.450133,Y,제주시 애월읍 상가리
405001106,상가리,N,126.341889,33.451743,Y,제주시 애월읍 상가리
405001111,하가리 오당빌레,N,126.350816,33.453331,Y,제주시 애월읍 하가리
405001112,존손이굴,N,126.362291,33.452172,Y,제주시 애월읍 하가리
405001114,용흥리,N,126.369583,33.451717,Y,제주시 애월읍 신엄리
405001117,장전알동네,N,126.385672,33.451838,Y,제주시 애월읍 장전리
405001123,장전리동가름,N,126.395321,33.452539,Y,제주시 애월읍 장전리
405001125,극락사,N,126.406951,33.456537,Y,제주시 애월읍 상귀리
405001127,세화환승정류장(세화리),N,126.8566,33.52325,Y,제주시 구좌읍 세화리
405001130,하덕천,N,126.771111,33.502632,Y,제주시 구좌읍 덕천리
405001131,덕천리,N,126.77078,33.502445,Y,제주시 구좌읍 덕천리
405001133,선흘1리,N,126.705117,33.511683,Y,제주시 조천읍 선흘리
405001136,낙선동,N,126.693535,33.514675,Y,제주시 조천읍 선흘리
405001137,억수동,N,126.687075,33.526561,Y,제주시 조천읍 북촌리
405001138,억수동,N,126.686763,33.526765,Y,제주시 조천읍 북촌리
405001141,교래사거리,N,126.671783,33.43325,Y,제주시 조천읍 교래리
405001142,고평동,N,126.6566,33.47445,Y,제주시 조천읍 와흘리
405001143,고평동,N,126.656267,33.4749,Y,제주시 조천읍 와흘리
405001144,먼나먼루,N,126.650233,33.487767,Y,제주시 조천읍 와흘리
405001145,먼나먼루,N,126.6501,33.487933,Y,제주시 조천읍 와흘리
405001146,대흘1리,N,126.65285,33.498167,Y,제주시 조천읍 조천리
405001147,대흘1리,N,126.6541,33.498467,Y,제주시 조천읍 대흘리
406000789,제주조각공원,N,126.321318,33.249008,Y,서귀포시 안덕면 화순리
406000790,골물동입구,N,126.333971,33.250957,Y,서귀포시 안덕면 화순리
406000791,상수동,N,126.335247,33.256255,Y,서귀포시 안덕면 화순리
406000793,상위미,N,126.655533,33.288333,Y,서귀포시 남원읍 위미리
406000799,한남섯동네,N,126.691651,33.311456,Y,서귀포시 남원읍 한남리
406000800,한남섯동네,N,126.69047,33.310956,Y,서귀포시 남원읍 한남리
406000801,동모루,N,126.716705,33.328078,Y,서귀포시 남원읍 수망리
406000808,난산 앞 동산,N,126.874625,33.401553,Y,서귀포시 성산읍 난산리
406000810,난산 동 동네,N,126.875802,33.402057,Y,서귀포시 성산읍 난산리
406000814,성산리입구,N,126.931317,33.460667,Y,서귀포시 성산읍 성산리
406000816,성산일출봉입구,N,126.933033,33.462717,Y,서귀포시 성산읍 성산리
406000818,성산리,N,126.935188,33.465214,Y,서귀포시 성산읍 성산리
406000821,성산항입구,N,126.92955,33.4682,Y,서귀포시 성산읍 성산리
406000824,오조해녀의집,N,126.922533,33.468852,Y,서귀포시 성산읍 성산리
406000827,오조리,N,126.91305,33.467117,Y,서귀포시 성산읍 오조리
406000835,상수동,N,126.335119,33.256274,Y,서귀포시 안덕면 화순리
406000837,신풍입구,N,126.820449,33.36105,Y,서귀포시 표선면 하천리
406000838,하천리 마을입구,N,126.823772,33.353994,Y,서귀포시 표선면 하천리
406000842,표선고등학교,N,126.829752,33.331045,Y,서귀포시 표선면 표선리
406000847,표선환승정류장(표선면사무소),N,126.83235,33.326583,Y,서귀포시 표선면 표선리
406000849,표선초등학교,N,126.835433,33.32875,Y,서귀포시 표선면 표선리
406000854,관통사,N,126.827117,33.32705,Y,서귀포시 표선면 표선리
406000856,역지동,N,126.783067,33.346867,Y,서귀포시 표선면 가시리
406000857,가시리동상동,N,126.773883,33.353517,Y,서귀포시 표선면 가시리
406000858,가시리동상동,N,126.773915,33.353809,Y,서귀포시 표선면 가시리
406000859,가시리,N,126.766617,33.361436,Y,서귀포시 표선면 가시리
406000862,성읍1리,N,126.79911,33.386515,Y,서귀포시 표선면 성읍리
406000863,성읍1리,N,126.798973,33.386488,Y,서귀포시 표선면 성읍리
405001151,와흘리,N,126.636283,33.503033,Y,제주시 조천읍 와흘리
405001154,새가름마을,N,126.62845,33.5047,Y,제주시 조천읍 와흘리
405001155,동회천,N,126.613383,33.50465,Y,제주시 회천동
405001157,세미마을,N,126.663617,33.470017,Y,제주시 조천읍 대흘리
405001159,대흘교차로,N,126.6764,33.468983,Y,제주시 조천읍 대흘리
405001160,대흘교차로,N,126.679717,33.468417,Y,제주시 조천읍 와산리
405001161,선흘2리입구,N,126.701531,33.45886,Y,제주시 조천읍 선흘리
405001162,선흘2리입구,N,126.701429,33.458416,Y,제주시 조천읍 선흘리
405001163,거문오름입구,N,126.709005,33.453047,Y,제주시 조천읍 선흘리
405001170,대성목장,N,126.747534,33.430709,Y,제주시 구좌읍 송당리
405001171,대성목장,N,126.747683,33.430883,Y,제주시 구좌읍 송당리
405001174,대천환승정류장(세화방향),N,126.737038,33.43615,Y,제주시 구좌읍 송당리
405001180,교래리 보건소,N,126.676205,33.436265,Y,제주시 조천읍 교래리
405001184,구엄리,N,126.37625,33.474317,Y,제주시 애월읍 구엄리
405001185,중엄리,N,126.373391,33.473547,Y,제주시 애월읍 신엄리
405001188,신엄리,N,126.368133,33.4716,Y,제주시 애월읍 신엄리
405001189,자운당,N,126.356941,33.467415,Y,제주시 애월읍 신엄리
405001190,고내리 애월 119센터,N,126.349428,33.466296,Y,제주시 애월읍 고내리
405001193,고내리,N,126.3389,33.46315,Y,제주시 애월읍 고내리
405001196,애월읍사무소,N,126.330344,33.462584,Y,제주시 애월읍 애월리
405001202,신설동,N,126.316373,33.46431,Y,제주시 애월읍 애월리
405001203,신설동,N,126.315701,33.464329,Y,제주시 애월읍 애월리
405001208,곽지해수욕장,N,126.307567,33.4482,Y,제주시 애월읍 곽지리
405001209,금빛신협,N,126.3058,33.44655,Y,제주시 애월읍 곽지리
405001211,금성리,N,126.302391,33.444964,Y,제주시 애월읍 금성리
405001212,금성리,N,126.301433,33.4445,Y,제주시 한림읍 금성리
405001214,하동복지회관,N,126.296766,33.444369,Y,제주시 한림읍 귀덕리
406001158,수산1리 노인회관,N,126.882667,33.4467,Y,서귀포시 성산읍 수산리
406001160,수산2리,N,126.865134,33.439755,Y,서귀포시 성산읍 수산리
406001164,신양리,N,126.916318,33.435807,Y,서귀포시 성산읍 고성리
406001165,신양리,N,126.916213,33.435595,Y,서귀포시 성산읍 고성리
